clr.Ag,clr.Cu,clr.Pb,clr.Zn,clr.Mo,clr.Ni,clr.Cd,clr.Te,clr.Ba,clr.As,clr.Sb,clr.Hg
-0.558737354,3.999912816,-1.117923404,-1.797111585,-2.452924471,-3.63539107,-7.050977189,-0.200130043,-1.224592393,1.291862615,0.087889811,-3.362097735
-0.520720177,2.98583772,-0.716113816,-1.653273699,-2.051114882,-2.948596282,-6.860619288,0.201679546,-1.304967005,2.59615648,0.125906988,-3.754863474
-0.50626709,3.464596415,-0.426149192,-1.676092007,-1.761150259,-3.062386369,-6.883437596,0.49164417,-1.201634028,0.887574476,0.140360074,-3.740410387
-0.579918715,3.39094479,-0.616388395,-2.022652482,-1.951389462,-2.69110705,-7.181207906,0.301404967,-1.651088926,1.876817057,0.066708449,-3.814062012
-0.514548677,3.51188468,-0.281354789,-1.700102895,-2.024324094,-3.556400886,-7.040979876,0.228470334,-1.093967092,1.846876916,0.132078488,-3.748691974
-0.633130075,4.509773188,-0.490690551,-2.478261035,-2.100128463,-4.018706076,-7.280141515,-0.204008979,-1.267170763,2.399781202,0.01349709,-3.867273372
-0.504326291,3.437549678,-0.592089265,-2.063849269,-1.927090332,-2.768557272,-7.306286177,0.325704097,-1.750633895,0.889515276,0.142300874,-3.738469588
-0.566964559,3.740371183,0.099151283,-1.987660347,-2.049283131,-3.91555199,-7.464669502,0.203511298,-1.007968103,2.413500243,0.079662606,-3.230562997
-0.451200429,3.9716482,0.130763222,-1.627921535,-2.017671191,-4.185148847,-7.264262729,0.235123238,-1.450781337,1.511877524,0.195426736,-3.685343726
-0.564045108,4.446590186,-1.101724953,-2.519642404,-2.43672602,-4.140776357,-7.75051849,-0.183931591,-2.161805345,0.829796458,0.082582057,-3.249622454
-0.544790739,3.677387194,0.288768595,-2.171861745,-1.859665818,-3.244498547,-7.279123875,0.39312861,-1.907475235,2.952634674,0.101836426,-3.778934036
-0.55762132,4.214602951,0.43285431,-2.301952904,-2.321715907,-4.480485349,-7.741920788,-0.068921478,-1.652186019,2.28269685,0.089005845,-3.178660144
-0.561237325,3.320014022,0.324281748,-2.195205235,-1.824152665,-2.665208864,-7.248400144,0.428641763,-1.36592588,0.832604242,0.08538984,-3.010425892
-0.618221965,4.285929849,0.047893877,-2.16456032,-2.100540537,-3.050079394,-7.323115745,0.152253892,-1.792996764,2.089828236,0.0284052,-3.852365262
-0.568157722,3.343865283,-0.467453018,-1.86262142,-2.210422323,-2.615192021,-7.283541109,0.042372105,-1.882039506,1.939221783,0.078469442,-3.802301019
-0.582204,3.200607274,0.13171748,-1.919407476,-1.834395377,-2.965376031,-7.000001359,0.418399052,-1.333123441,2.567678953,0.064423165,-3.816347297
-0.404506959,3.795198119,0.59338126,-1.701027511,-1.709203833,-3.075893176,-6.943464419,0.543590595,-1.52254473,1.515085882,0.242120206,-2.332398603
-0.469680862,3.313130412,0.135180754,-2.303908029,-1.607788551,-3.345361904,-7.299944524,0.645005878,-1.744292241,1.594493208,0.176946303,-3.155258207
-0.642515549,4.116805317,0.328125778,-2.083637711,-2.331134259,-3.309589422,-7.381955078,-0.07833983,-2.041078097,2.807952882,1.025762864,-3.242935085
-0.450471292,3.399031357,-0.069357275,-1.601043319,-2.217791688,-3.392802789,-7.260374031,0.035002741,-1.639658155,0.943370275,0.196155873,-3.684614589
-0.453044033,3.220567949,0.198193745,-1.915797301,-1.767919112,-3.243595455,-7.111166698,0.484875317,-1.770289717,1.90838156,0.193583132,-2.31055488
-0.691050302,5.302306394,-0.775703901,-2.796546512,-1.979676706,-4.089314815,-7.504900934,-0.489022329,-2.06022716,1.159549668,-0.044423137,-3.097313824
-0.440648216,4.393707836,0.661369866,-1.924781203,-0.842707531,-4.097004478,-7.070757845,0.360264773,-1.442198792,1.934962012,0.205978949,-3.082740449
-0.41510797,3.178461304,-0.296629204,-1.982890207,-1.631630271,-2.580727208,-6.853763559,0.621164158,-1.281444224,0.978733596,0.231519195,-3.649251267
-0.371192897,3.340159413,0.160856364,-1.942745674,-1.805256493,-3.071210926,-6.938782169,0.447537936,-1.325971472,1.02264867,0.275434268,-3.034791335
-0.475210086,3.551223271,-0.891295292,-1.712057599,-2.226296359,-3.047058666,-7.224784837,0.026498069,-1.959619678,0.918631481,0.171417079,-3.709353383
-0.341732388,2.964154814,0.189219224,-1.676382516,-1.145781843,-2.392002552,-6.259573795,1.107012586,-0.858072192,1.052109179,0.304894777,-3.575875685
-0.280790612,4.293607915,1.331317529,-1.937748041,-0.172759868,-4.134972618,-6.990942949,1.030212436,-1.504883958,2.226588893,0.365836553,-2.901829436
-0.515261804,3.613825707,0.043354484,-1.762456739,-2.510545038,-3.058600003,-7.202424623,-0.257750609,-2.191789329,3.022618564,0.131365361,-3.749405101
-0.386734711,3.206834563,-0.216668576,-2.023110857,-1.194994699,-3.212694924,-7.033746151,0.701124786,-1.713922579,1.618015938,0.259892454,-2.987154248
-0.556304544,3.893451538,0.137242717,-0.981349799,-1.924180319,-3.692646756,-6.764364937,0.328614109,-1.187618703,3.595689333,1.913334634,-1.599654154
-0.335935341,3.908221499,0.207413474,-2.040111841,-1.402024438,-4.342696934,-7.065135873,0.494095046,-1.158708369,1.057906226,0.310691824,-3.021512686
-0.387444936,3.959896141,-0.224631846,-2.15276026,-1.967601151,-3.423985291,-7.336008296,0.285193278,-1.71529242,1.63750842,0.259182229,-3.621588233
-0.351893105,4.08897403,0.028255195,-2.411366874,-1.937857661,-4.544875637,-7.518629004,0.314936768,-2.023601343,1.041948462,0.29473406,-3.130560873
-0.385017936,3.814687142,-0.59258211,-2.189929966,-1.927583176,-4.05471457,-7.229138633,0.325211252,-1.808218944,1.008823631,0.261609229,-3.116057655
-0.460699982,3.943799509,-0.58637162,-2.38973383,-1.921372687,-4.248632602,-7.510068041,0.331421742,-1.913257686,2.431353862,0.185927183,-2.662480376
-0.732950341,4.171201473,-0.745965278,-2.339330953,-2.488934583,-3.57902184,-7.446593083,-0.236140155,-2.275615139,3.371444557,0.515474226,-2.066134877
-0.48515019,4.337084501,0.026876154,-2.151979047,-1.939236702,-3.387450519,-7.382855133,0.313557727,-1.802305299,1.876275403,0.161476975,-2.157108459
-0.332903365,3.548347982,0.045707522,-1.624972894,-1.289293544,-3.011267255,-6.560384767,0.963500884,-0.786643704,1.586689476,0.3137238,-3.567046662
-0.670792362,4.298599973,-0.876338372,-2.26770775,-2.211339439,-3.443281079,-7.438685694,0.04145499,-2.140368327,3.162449765,-0.024165197,-3.904935659
-0.500475141,3.95809157,-0.83828912,-2.597645911,-2.173290187,-4.462430516,-7.636854578,0.079504242,-2.141826917,0.893366425,0.146152023,-3.080691971
-0.43624577,4.153656944,0.40851531,-1.592525897,-1.200922602,-4.451547125,-7.425300492,0.002049702,-1.598915695,2.198473158,0.210381395,-2.610997492
-0.329743046,3.343868936,-0.131353081,-2.118519346,-1.874322386,-3.889225406,-6.745195737,0.378472043,-1.259136747,1.064098521,0.316884119,-3.108410814
-0.368027355,3.939308387,-0.252616503,-1.995935153,-0.945763684,-3.769002489,-6.742755856,0.25720862,-1.12203998,1.025814212,0.27859981,-3.602170652
-0.448128904,3.879409545,0.504751719,-2.274652053,-1.797833374,-3.521184472,-7.433207478,0.454961054,-1.75140391,1.690153137,0.198498261,-3.682272201
-0.322560338,3.351051644,-0.48896644,-1.741225079,-1.823967506,-3.255352812,-6.429776874,0.428826922,-0.778050762,2.425099001,0.324066827,-2.943599162
-0.365086131,4.020721227,-0.988810702,-2.562738751,-2.323811769,-5.174645091,-8.030615423,-0.07101734,-2.648916447,1.028755436,0.281541034,-3.599229428
-0.627815638,4.566823299,-1.007230069,-2.717009471,-1.292409011,-4.731912492,-7.811026374,-0.089436707,-2.730432491,3.471566718,0.480846987,-2.945668203
-0.650952421,4.500761472,-0.943509808,-2.670708511,-1.92183593,-4.576878331,-7.751302394,-0.025716446,-2.379653754,3.034131962,0.457710204,-2.984309172
-0.482842687,3.803873768,-0.516917156,-2.405769645,-1.851918222,-3.181608542,-7.325433161,0.400876206,-1.673707049,0.91099888,0.163784478,-3.716985984
-0.448287648,4.110362522,-0.983064733,-2.352451731,-2.3180658,-4.045771127,-7.594888639,-0.065271372,-2.275065067,0.945553919,0.198339517,-3.682430945
-0.416266222,3.783438856,-0.561440103,-2.048939776,-1.89644117,-3.584269716,-6.999855835,0.356353259,-1.186374443,0.977575345,0.230360943,-3.650409519
-0.533167378,4.199836179,-1.116180764,-2.70559081,-2.451181831,-4.520880776,-7.936466895,-0.198387402,-2.211178216,0.860674189,0.113459787,-3.311835146
-0.520120617,4.100087446,-0.643601674,-2.435551384,-1.978602741,-3.953422103,-7.502539615,0.274191688,-1.220679289,1.767197004,0.126506548,-3.754263914
-0.414325152,3.402387674,-0.238359295,-1.881830769,-1.573360361,-3.560261552,-6.975847672,0.679434067,-1.584198365,2.526918936,0.232302013,-3.217685533
-0.325325604,4.11554153,-1.033176188,-2.241267343,-2.368177255,-5.044627724,-7.612915983,-0.115382826,-2.429667946,1.068515962,0.321301561,-3.559468901
-0.701757855,4.132598197,-0.595563659,-2.39467149,-2.338532964,-3.792800308,-7.613851536,-0.085738535,-2.304723253,2.620658649,0.455694934,-3.480425623
-0.300447716,3.293121558,0.06469152,-1.844265442,-2.083742893,-3.951105957,-6.924859324,0.169051536,-1.648520864,1.093393851,0.346179449,-3.534591013
-0.378766256,3.620268127,-0.042523993,-1.699747602,-1.785493298,-3.880971838,-6.603410777,0.467301131,-1.163442893,1.015075311,0.267860909,-3.612909553
-0.310849673,3.715583684,-0.74958957,-1.687093698,-2.084590636,-3.801626559,-6.524065498,0.168203792,-1.204241926,1.082991894,0.335777492,-3.54499297
-0.360289369,4.385959415,0.006435911,-2.140113488,-2.141998502,-4.964887963,-7.687326902,0.110795926,-2.504078865,1.033552198,0.286337796,-3.594432666
-0.343248933,3.655785449,-0.443546654,-1.465197902,-2.186515959,-3.795953872,-6.51839281,0.066278469,-1.335144774,1.050592634,0.303378232,-3.57739223
-0.548105899,3.717557147,0.502287818,-1.968341493,-1.800297275,-3.066953782,-6.888005009,0.452497153,-1.729449585,2.795933069,0.098521266,-3.782249196
-0.265255,3.733779382,-0.35956468,-1.693867011,-2.102533985,-3.875091247,-6.597530186,0.150260444,-1.21583121,1.128586566,0.381372165,-3.499398297
-0.274937223,3.637085782,-0.22683882,-1.363499176,-2.192951676,-3.614790975,-6.470761306,0.059842752,-1.417566397,1.118904344,0.371689942,-3.50908052
-0.248809713,3.663213292,0.856999843,-2.007098572,-1.44558525,-4.337854542,-7.060293481,0.807209178,-1.772905185,1.145031854,0.397817452,-3.48295301
-0.587597278,4.631939211,-1.177512003,-2.652534133,-2.512513069,-3.674185381,-7.746551036,-0.259718641,-2.639288906,0.806244289,0.059029887,-3.821740575
-0.302352413,4.287550301,-0.035256974,-1.993026019,-1.778226279,-4.332425085,-7.188395416,0.474568149,-1.56767954,2.821213232,0.344274752,-2.620204978
-0.461442896,4.188179053,-0.546930556,-2.433810125,-1.881931623,-3.951680844,-7.500798356,0.370862806,-1.140773258,2.12882427,0.185184269,-2.559233576
-0.427321886,4.33199898,-0.439577308,-1.848967567,-0.72475625,-3.126628087,-6.736370221,0.478216054,-1.24134256,0.966519681,0.219305279,-3.661465183
-0.537016032,3.989373277,-1.076144103,-2.627261074,-2.054470225,-4.202797434,-7.869697982,-0.158350741,-2.348237064,0.856825535,0.109611133,-3.3156838
-0.587529048,4.090666273,-1.018236773,-2.563201943,-1.996562896,-3.227361587,-7.559238438,-0.100443411,-2.250110155,0.806312519,0.059098117,-3.821672345
-0.286025014,3.76707659,0.441465195,-2.084901951,-1.524647661,-4.231482795,-7.205236162,0.728146767,-1.666533438,1.107816553,0.360602151,-2.886444551
-0.384271548,4.020227943,-1.224736233,-2.313939391,-2.5597373,-4.598175345,-7.772599407,-0.306942871,-2.733390741,1.009570019,0.262355617,-3.092321749
-0.453414176,4.279589381,-0.626103021,-2.351195481,-1.961104088,-4.222997658,-7.30211154,0.291690341,-2.194849411,1.770390039,0.193212988,-3.256774557
-0.385282932,3.397528341,0.315251467,-1.587173571,-1.65086139,-3.627394399,-6.968872546,0.601933039,-1.73799646,1.008558634,0.261344232,-3.139853149
-0.689407188,4.030173349,-1.197673148,-2.34346803,-2.532674214,-4.417687627,-7.679123067,-0.279879786,-2.202113911,1.25216456,-0.042780023,0.903377678
-0.665877357,4.485836535,-1.196284442,-2.753753377,-2.531285509,-3.867403543,-7.734974786,-0.278491081,-1.995601367,0.72796421,-0.019250192,-3.30796959
-0.593705317,4.416929977,-1.027633657,-2.419687274,-2.362634724,-4.329229779,-7.590665218,-0.109840295,-2.219016579,1.544576725,0.052921848,-2.942810426
-0.392302008,3.242089261,-0.673686095,-1.816402055,-2.008687161,-3.668786146,-6.524756477,0.244107267,-1.471561568,1.001539558,0.254325157,-2.024729439
-0.453721487,3.913037676,-0.023092405,-2.345778677,-0.716239585,-3.80106591,-7.216652029,0.486732719,-1.112247071,2.629022164,0.95504573,-1.49922395
-0.458871264,3.785285577,0.066459046,-2.185653297,-1.542978866,-3.559368876,-7.331629939,0.353140618,-1.334745324,1.781193472,0.187755901,-3.693014561
-0.439898544,4.266076341,-0.212935207,-2.338296193,-1.955904512,-3.763305067,-7.484272835,0.296889917,-1.920252303,3.10675381,0.206728621,-2.924805194
-0.31132659,3.741775014,-0.452199389,-2.151755662,-1.787200456,-4.323978937,-7.297732303,0.465593972,-1.51056822,1.082514977,0.335300575,-2.249689533
-0.581842516,4.203120781,-1.048975487,-2.562976239,-2.383976554,-3.242517767,-7.629964469,-0.131182126,-2.074312187,0.811999051,0.064784649,-3.815985813
-0.557370759,4.369004191,-0.848074577,-2.248695831,-1.8264007,-3.752773228,-7.419673775,0.069718784,-2.0379748,1.384200988,0.089256406,-2.424637781
-0.362711471,4.227191243,-0.758961317,-2.469196801,-2.093962383,-4.72631952,-7.700072887,0.158832045,-1.933111511,1.031130096,0.283915694,-3.596854768
-0.314822966,3.396529344,-0.327078387,-1.941117995,-1.30540451,-3.77939748,-6.501836419,0.590714974,-1.214448123,1.079018601,0.331804199,-2.143623707
-0.659130876,4.163103815,-1.225384094,-2.41123954,-2.203710216,-3.797533901,-7.569794964,-0.307590732,-2.41123954,3.106288655,-0.012503711,-3.893274173
-0.444884276,4.634070262,-0.956130864,-2.449736961,-2.291131931,-4.657011874,-7.831435936,-0.038337502,-1.973502782,0.94895729,0.201742889,-3.679027573
-0.415072057,4.174830657,-0.61453902,-2.104640585,-1.949540087,-3.675857285,-7.224974796,0.303254341,-1.485601376,1.723209985,0.231555108,-3.649215354
-0.421637052,3.520238917,-0.194673715,-1.822882379,-1.93764302,-3.301958474,-6.968859021,0.315151409,-1.64903545,1.404865366,0.224990113,-3.655780349
-0.579978128,4.324173685,-1.021912916,-2.492600852,-2.356913983,-3.939519835,-7.711780898,-0.104119554,-2.402652615,2.74788798,0.066649037,-3.814121425
-0.586974015,4.648822994,-0.993190721,-2.515853934,-2.328191787,-4.606595031,-7.781019094,-0.075397359,-2.33166147,3.082784397,0.05965315,-3.147388218
-0.511360512,4.622653803,-1.092987897,-2.866276292,-2.427988963,-4.498971067,-8.1087132,-0.175194535,-2.687793512,0.882481055,0.135266653,-3.314720893
-0.351273361,3.801911701,0.798211258,-2.083676734,-1.755688264,-4.173481063,-7.434916502,0.497106165,-1.528488997,2.272516496,0.295353803,-2.836180011
-0.448599453,4.69430381,-1.179411771,-2.54216102,-2.514412838,-4.668559545,-8.010037692,-0.261618409,-2.98501366,0.945242114,0.198027712,-3.68274275
-0.259886887,3.291122772,-0.780022423,-1.668920736,-2.115023489,-3.596812379,-6.45278271,0.137770939,-1.332448499,1.133954679,0.386740277,-2.489446845
-0.265806955,3.705056551,0.870740873,-1.73467247,-1.565375613,-4.158210173,-6.880649112,0.687418816,-1.236585872,1.128034612,0.38082021,-3.499950252
-0.591222875,4.301629383,-0.410779553,-2.507984314,-2.153748858,-4.719002213,-7.574972545,0.09904557,-2.355792499,2.032566982,0.05540429,-2.156209025
-0.298047545,3.806347354,-0.481120699,-1.82844225,-1.816121765,-3.886830382,-6.455118641,0.436672663,-0.866405496,1.095794022,0.34857962,-3.532190842
-0.285988285,4.118511206,0.095125732,-1.947411252,-2.053308681,-3.913524109,-6.635963047,0.199485748,-1.348574751,1.107853282,0.36063888,-3.520131582
-0.421873264,3.17169601,-0.117899195,-2.02813372,-2.084012052,-3.891352153,-6.86510552,0.168782377,-1.198227603,0.971968302,0.224753901,-2.982287467
-0.483195374,3.921304117,0.007043616,-2.210837286,-1.95906924,-3.768981904,-7.318099416,0.293725188,-1.354184821,2.283695327,0.163431791,-3.063412204
